Model Name : A21S
Lot No : A21S
Test Start Time : 2020-12-24 07-51-11
Channel Serial : PM16113017,PM16113018,PM16113009,PM16114002,TPSPMP-017,PM16114028,PM16113011,PM16113012,PM16113001,PM16113002,PM16112015,PM16112013,PM16114019,PM16114020,PM16912005,PM16912006,PM16114003,PM16114004,PM16114007,PM16113019,PM16113013,PM16114032,PM16912003,PM16114023,PM16113013,PM16113020,PM16114025,PM16114026,PM19612005,PM16114006,PM16113015,PM16113016,PM16113009,PM16114007,PM19612005,PM19612006,PM16114037,PM16114038,PM20706001,PM20706002


,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Count,Total Result,Serial Number,Contact,,,Wake up,,Impedance,,,,,,,,,,,,,,,,Consumption Current,,,,OVP U1,,,,UVP U1,,,,ODCP U1,,,,OCCP U1,,,,OVP U2,,,,UVP U2,,,,ODCP U2,,,,OCCP U2,,,,Sensing Resistor,,,Step Result,Temperature,Test Time,Test Channel
42,NG,,OK,1,1,OK,3900,NG,3.7500,300,12.5,89.9700,300,299.9,0.0000,300,0.0,8.4300,300,28.1,102.1500,300,340.5,OK,1.00,0,0.25,OK,957.56,4451,4245,OK,88.37,2499,2508,OK,10.21,6117,OK,OK,6.33,5756,OK,NG,0.00,4420,4235,NG,126.70,2390,2482,NG,29.66,5500,OK,NG,78.44,12400,NG,OK,0.551,0.512,OOOOOXOOOOOXOOOOOOOOXOOOOOOOOOOOOOOOOOOOOXXXXXXXXXOXOXXXXOOO,0.0,2020-12-24 07:56:25,02
43,NG,,OK,4,4,OK,3902,NG,19.2300,300,64.1,3.6000,300,12.0,0.0900,300,0.3,9.0600,300,30.2,32.2800,300,107.6,OK,4.31,0,0.57,OK,994.97,4453,4247,OK,91.83,2504,2514,OK,10.63,6463,OK,OK,6.61,5993,OK,OK,1037.25,4491,4286,OK,95.17,2309,2317,OK,31.14,7078,OK,OK,30.91,7190,OK,OK,0.543,0.501,OOOOOXOOXOOOOOOOOOOOXOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-24 07:56:25,03
44,NG,,OK,1,1,OK,3898,NG,4.5000,300,15.0,3.9300,300,13.1,0.1200,300,0.4,11.3700,300,37.9,19.7700,300,65.9,OK,5.63,0,0.31,NG,1300.00,4470,4195,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOOOXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,04
45,NG,,OK,3,3,OK,3901,NG,3.4200,300,11.4,89.9700,300,299.9,0.0000,300,0.0,8.3400,300,27.8,101.7300,300,339.1,OK,0.97,0,0.16,OK,999.70,4454,4247,OK,91.82,2509,2519,OK,10.63,6133,OK,OK,6.61,5853,OK,NG,0.00,4420,4235,NG,0.00,2400,2477,NG,4.65,10300,NG,NG,78.44,12400,NG,OK,0.564,0.518,OOOOOXOOOOOXOOOOOOOOXOOOOOOOOOOOOOOOOOOOOXXXXXXXXXXXXXXXXOOO,0.0,2020-12-24 07:56:25,05
46,NG,,OK,5,5,OK,3893,NG,3.4800,300,11.6,89.9700,300,299.9,0.0300,300,0.1,8.4000,300,28.0,101.8800,300,339.6,OK,1.04,0,0.24,OK,1020.92,4448,4243,OK,94.56,2511,2520,OK,10.85,6411,OK,OK,6.89,5991,OK,NG,0.00,4420,4235,NG,126.58,2390,2479,NG,29.52,5500,OK,NG,78.44,12400,NG,OK,0.540,0.498,OOOOOXOOOOOXOOOOOOOOXOOOOOOOOOOOOOOOOOOOOXXXXXXXXXOXOXXXXOOO,0.0,2020-12-24 07:56:25,06
47,NG,,OK,3,8,OK,3899,NG,3.1500,300,10.5,89.3700,300,297.9,0.0000,300,0.0,7.7100,300,25.7,101.4300,300,338.1,OK,0.90,0,0.17,OK,990.49,4447,4242,OK,91.82,2507,2517,OK,10.63,6573,OK,OK,6.61,6213,OK,NG,0.00,4420,4235,NG,132.05,2390,2480,NG,29.94,5500,OK,NG,78.44,12400,NG,OK,0.562,0.493,OOOOOXOOOOOXOOOOOOOOXOOOOOOOOOOOOOOOOOOOOXXXXXXXXXOXOXXXXOOO,0.0,2020-12-24 07:56:25,07
48,NG,,OK,3,3,OK,3899,NG,3.7200,300,12.4,89.9700,300,299.9,0.0300,300,0.1,10.0500,300,33.5,103.7700,300,345.9,OK,6.52,0,0.36,OK,1052.92,4439,4237,OK,97.06,2506,2515,OK,11.27,6837,OK,OK,7.17,6438,OK,NG,0.00,4420,4364,NG,0.00,2399,2400,NG,4.93,10300,NG,NG,78.44,12400,NG,OK,0.569,0.505,OOOOOXOOOOOXOOOOOOOOXOOOOOOOOOOOOOOOOOOOOXXXXXXXOXXXXXXXXOOO,0.0,2020-12-24 07:56:25,08
49,NG,,OK,6,6,OK,3900,OK,3.9000,300,13.0,3.6300,300,12.1,0.0300,300,0.1,11.7300,300,39.1,19.2900,300,64.3,OK,4.17,0,0.37,OK,1048.70,4447,4242,OK,96.62,2505,2514,OK,11.33,6316,OK,OK,7.03,6249,OK,OK,1049.29,4485,4281,OK,96.77,2304,2312,OK,31.56,6804,OK,OK,31.12,6908,OK,NG,0.545,9177.466,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-24 07:56:25,09
50,NG,,OK,1,0,OK,3899,OK,4.0800,300,13.6,3.2400,300,10.8,0.1200,300,0.4,8.7600,300,29.2,16.2000,300,54.0,OK,3.93,0,0.41,OK,1025.62,4442,4240,OK,94.26,2494,2502,OK,10.85,7001,OK,OK,6.89,6691,OK,OK,996.73,4485,4282,OK,91.71,2297,2306,OK,30.36,7876,OK,OK,30.20,7898,OK,NG,81934.190,0.501,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-24 07:56:25,10
51,NG,,OK,6,5,NG,958,NG,-2.4000,300,-8.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,-0.3000,300,-1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.050,0.040,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,11
52,NG,,OK,3,3,NG,985,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,12
53,NG,,OK,4,4,NG,960,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.020,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,13
54,NG,,OK,4,4,NG,1017,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,14
55,NG,,OK,5,5,NG,965,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,15
56,NG,,OK,3,3,NG,1026,NG,0.3000,300,1.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOOOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,16
57,NG,,OK,2,2,NG,969,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,-0.3000,300,-1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,17
58,NG,,OK,2,2,NG,1016,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,-0.3000,300,-1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,18
59,NG,,OK,5,5,NG,959,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.6000,300,2.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.020,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,19
60,NG,,OK,3,3,NG,1016,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.6000,300,2.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,20
61,NG,,OK,3,3,NG,967,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,21
62,NG,,OK,6,6,NG,966,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,22
63,NG,,OK,2,2,NG,963,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,-0.3000,300,-1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,23
64,NG,,OK,4,4,NG,957,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,24
65,NG,,OK,5,5,NG,948,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.020,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,25
66,NG,,OK,6,6,NG,1029,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.3000,300,1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,26
67,NG,,OK,5,6,NG,976,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.6000,300,2.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,10,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.040,0.040,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,27
68,NG,,OK,4,4,NG,1001,NG,0.3000,300,1.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.6000,300,2.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOOOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,28
69,NG,,OK,6,6,NG,966,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.3000,300,1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.020,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,29
70,NG,,OK,6,6,NG,976,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.040,0.040,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,30
71,NG,,OK,2,2,NG,977,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.6000,300,2.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.020,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,31
72,NG,,OK,3,4,NG,962,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.3000,300,1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.040,0.040,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,32
73,NG,,OK,4,4,NG,961,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.020,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,33
74,NG,,OK,5,5,NG,958,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,34
75,NG,,OK,3,3,NG,949,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.6000,300,2.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.020,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,35
76,NG,,OK,2,2,NG,953,NG,-0.0000,300,-0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,-0.2400,300,-0.8,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.040,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,36
77,NG,,OK,3,3,NG,973,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.3300,300,1.1,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,10,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.040,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,37
78,NG,,OK,5,5,NG,3003,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.025,0.020,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,38
79,NG,,OK,0,0,OK,3907,NG,28.1100,300,93.7,3.5100,300,11.7,0.0000,300,0.0,9.9300,300,33.1,41.4000,300,138.0,OK,4.32,0,0.52,OK,995.18,4443,4237,OK,91.33,2505,2514,OK,10.63,6273,OK,OK,6.61,5813,OK,NG,1041.88,4489,4335,OK,95.75,2298,2308,OK,31.27,7027,OK,OK,30.84,6941,OK,OK,0.544,0.493,OOOOOXOOXOOOOOOOOOOOXOOOOOOOOOOOOOOOOOOOOXOOXOOOOOOOOOOOOOOO,0.0,2020-12-24 07:56:25,39
80,NG,,OK,1,0,OK,3900,NG,3.6000,300,12.0,3.6000,300,12.0,0.0300,300,0.1,89.9700,300,299.9,97.2000,300,324.0,NG,8.50,0,4.87,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.016,0.030,OOOOOXOOOOOOOOOOOXOOXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-24 07:56:25,40
