Model Name : DAVINCI2C-2
Lot No : DAVINC2C 2
Test Start Time : 2020-12-17 19-29-02
Channel Serial : PM16113017,PM16113018,PM16113009,PM16114002,TPSPMP-017,PM16114028,PM16113011,PM16113012,PM16113001,PM16113002,PM16112015,PM16112013,PM16114019,PM16114020,PM16912005,PM16912006,PM16114003,PM16114004,PM16114007,PM16113019,PM16113013,PM16114032,PM16912003,PM16114023,PM16113013,PM16113020,PM16114025,PM16114026,PM19612005,PM16114006,PM16113015,PM16113016,PM16113009,PM16114007,PM19612005,PM19612006,PM16114037,PM16114038,PM20706001,PM20706002


,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Count,Total Result,Serial Number,Contact,,,Wake up,,Impedance,,,,,,,,,,,,,,,,Consumption Current,,,,OVP U1,,,,UVP U1,,,,ODCP U1,,,,OCCP U1,,,,OVP U2,,,,UVP U2,,,,ODCP U2,,,,OCCP U2,,,,Sensing Resistor,,,Step Result,Temperature,Test Time,Test Channel
42,NG,,OK,2,1,OK,3899,OK,1.2000,300,4.0,1.0800,300,3.6,0.0000,300,0.0,2.6400,300,8.8,4.9200,300,16.4,OK,3.16,0,0.31,NG,1400.00,4470,4185,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.040,0.040,OOOOOOOOOOOOOOOOOOOOOOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,02
43,NG,,OK,4,3,OK,3901,OK,1.2300,300,4.1,1.1400,300,3.8,0.0900,300,0.3,2.6400,300,8.8,5.1000,300,17.0,OK,3.22,0,0.40,NG,1400.00,4470,4185,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOOOOOOOOOOOOOOOOOOOOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,03
44,NG,,OK,1,1,OK,3898,OK,1.2000,300,4.0,1.1400,300,3.8,0.1200,300,0.4,2.1300,300,7.1,4.5900,300,15.3,OK,3.23,0,0.28,OK,1074.64,4444,4237,OK,132.91,2506,2509,NG,60.41,11900,NG,NG,50.47,12400,NG,OK,1041.48,4479,4374,OK,129.34,2312,2316,OK,32.45,11075,OK,OK,33.00,11650,OK,OK,0.523,0.518,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXXXXXXXOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:30:29,04
45,NG,,OK,3,3,OK,3900,OK,1.3200,300,4.4,1.0800,300,3.6,0.0000,300,0.0,1.9500,300,6.5,4.3500,300,14.5,OK,3.09,0,0.21,OK,981.98,4449,4240,OK,121.98,2502,2506,NG,60.41,11900,NG,NG,50.47,12400,NG,OK,1056.81,4482,4378,OK,130.77,2312,2315,OK,33.02,10949,OK,OK,33.56,11564,OK,OK,0.529,0.507,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXXXXXXXOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:30:29,05
46,NG,,OK,5,5,OK,3893,NG,1.2900,300,4.3,89.9700,300,299.9,0.0300,300,0.1,2.5500,300,8.5,93.8400,300,312.8,OK,0.56,0,0.12,OK,1050.59,4441,4237,OK,129.73,2507,2511,OK,16.03,10029,OK,OK,8.43,10805,OK,NG,0.00,4415,4320,NG,0.39,2380,2449,NG,4.65,12900,NG,NG,81.37,13400,NG,OK,0.490,0.488,OOOOOXOOOOOXOOOOOOOOXOOOOOOOOOOOOOOOOOOOOXXXXXXXXXXXXXXXXOOO,0.0,2020-12-17 19:30:29,06
47,NG,,OK,3,3,OK,3899,OK,1.3500,300,4.5,1.0800,300,3.6,0.0000,300,0.0,2.5200,300,8.4,4.9500,300,16.5,NG,5.16,0,0.17,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.030,OOOOOOOOOOOOOOOOOOOOOXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,07
48,NG,,OK,3,4,OK,3899,OK,1.2600,300,4.2,0.5400,300,1.8,0.0300,300,0.1,2.5800,300,8.6,4.4100,300,14.7,OK,3.23,0,0.26,OK,1058.24,4446,4240,OK,130.74,2508,2512,OK,16.03,9969,OK,OK,8.57,10654,OK,OK,1065.72,4480,4375,OK,131.40,2299,2303,NG,80.42,12900,NG,NG,81.37,13400,NG,OK,0.512,0.512,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXXXXXXXOOO,0.0,2020-12-17 19:30:29,08
49,NG,,OK,6,6,OK,3900,OK,1.4100,300,4.7,0.5400,300,1.8,0.0600,300,0.2,2.6400,300,8.8,4.6500,300,15.5,OK,3.19,0,0.22,OK,1022.74,4443,4235,OK,126.91,2504,2507,OK,15.81,10081,OK,OK,8.29,10717,OK,OK,1098.68,4477,4374,OK,135.79,2293,2297,NG,80.42,12900,NG,NG,81.37,13400,NG,OK,0.499,0.506,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXXXXXXXOOO,0.0,2020-12-17 19:30:29,09
50,NG,,OK,1,0,OK,3899,OK,1.2900,300,4.3,1.2600,300,4.2,0.1200,300,0.4,2.9100,300,9.7,5.5800,300,18.6,NG,6.18,0,0.28,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.020,OOOOOOOOOOOOOOOOOOOOOXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,10
51,NG,,OK,5,5,OK,3892,OK,1.3200,300,4.4,1.0800,300,3.6,0.1200,300,0.4,2.5500,300,8.5,5.0700,300,16.9,OK,3.23,0,0.25,OK,1001.00,4445,4236,OK,123.73,2492,2496,OK,15.39,10166,OK,OK,8.01,10699,OK,OK,1071.87,4479,4373,OK,133.28,2302,2306,OK,33.37,11136,OK,OK,33.78,11732,OK,NG,0.490,0.317,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-17 19:30:29,11
52,NG,,OK,3,3,NG,950,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,12
53,NG,,OK,5,4,NG,945,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,13
54,NG,,OK,4,4,NG,962,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,14
55,NG,,OK,5,5,NG,953,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,15
56,NG,,OK,3,3,NG,981,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,16
57,NG,,OK,2,2,NG,956,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.020,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,17
58,NG,,OK,2,2,NG,1000,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,18
59,NG,,OK,5,5,NG,942,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.020,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,19
60,NG,,OK,3,3,NG,1006,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,6,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.032,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,20
61,NG,,OK,4,3,NG,950,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.040,0.040,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,21
62,NG,,OK,6,6,NG,951,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,22
63,NG,,OK,2,2,NG,946,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.010,0.020,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,23
64,NG,,OK,4,4,NG,941,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.037,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,24
65,NG,,OK,5,5,NG,928,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,25
66,NG,,OK,5,6,NG,1013,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,26
67,NG,,OK,6,5,NG,956,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,10,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,27
68,NG,,OK,4,4,NG,986,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,28
69,NG,,OK,5,6,NG,946,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,29
70,NG,,OK,7,6,NG,963,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.020,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,30
71,NG,,OK,2,2,NG,957,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.020,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,31
72,NG,,OK,3,3,NG,932,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.024,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,32
73,NG,,OK,4,4,NG,934,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,33
74,NG,,OK,5,5,NG,945,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.035,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,34
75,NG,,OK,3,3,NG,932,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,35
76,NG,,OK,2,2,NG,943,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,36
77,NG,,OK,3,3,NG,953,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.020,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,37
78,NG,,OK,5,5,NG,961,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.030,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,38
79,NG,,OK,1,0,NG,3490,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.020,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,39
80,NG,,OK,1,1,OK,3884,NG,1.3200,300,4.4,0.0300,300,0.1,0.0300,300,0.1,89.9700,300,299.9,91.3500,300,304.5,NG,6.92,0,0.46,NG,0.00,0,10,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.035,OOOOOXOOOOOOOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:30:29,40
