Model Name : BEYOND 1
Lot No : beyond 1
Test Start Time : 2020-12-15 08-04-19
Channel Serial : PM16113017,PM16113018,PM16113009,PM16114002,TPSPMP-017,PM16114028,PM16113011,PM16113012,PM16113001,PM16113002,PM16112015,PM16112013,PM16114019,PM16114020,PM16912005,PM16912006,PM16114003,PM16114004,PM16114007,PM16113019,PM16113013,PM16114032,PM16912003,PM16114023,PM16113013,PM16113020,PM16114025,PM16114026,PM19612005,PM16114006,PM16113015,PM16113016,PM16113009,PM16114007,PM19612005,PM19612006,PM16114037,PM16114038,PM20706001,PM20706002


,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Count,Total Result,Serial Number,Contact,,,Wake up,,Impedance,,,,,,,,,,,,,,,,Consumption Current,,,,OVP U1,,,,UVP U1,,,,ODCP U1,,,,OCCP U1,,,,OVP U2,,,,UVP U2,,,,ODCP U2,,,,OCCP U2,,,,Sensing Resistor,,,Step Result,Temperature,Test Time,Test Channel
42,NG,,OK,1,2,NG,938,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.040,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,02
43,NG,,OK,3,4,NG,956,NG,-0.0600,300,-0.2,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,03
44,NG,,OK,1,1,NG,936,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,04
45,NG,,OK,3,4,NG,949,NG,0.6000,300,2.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.3000,300,1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,05
46,NG,,OK,5,6,NG,958,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.050,0.050,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,06
47,NG,,OK,3,3,NG,947,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.020,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,07
48,NG,,OK,4,3,NG,947,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.020,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,08
49,NG,,OK,6,6,NG,946,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,-0.7500,300,-2.5,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,09
50,NG,,OK,1,1,NG,965,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,-0.3000,300,-1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.020,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,10
51,NG,,OK,5,5,NG,942,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.3000,300,1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.038,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,11
52,NG,,OK,3,3,NG,982,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,11,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.040,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,12
53,NG,,OK,5,5,NG,945,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,13
54,NG,,OK,4,4,NG,1451,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.040,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,14
55,NG,,OK,5,5,OK,3899,NG,4.5300,300,15.1,3.9600,300,13.2,0.0000,300,0.0,10.9500,300,36.5,19.4400,300,64.8,OK,4.04,0,0.32,OK,1046.28,4425,4223,OK,96.54,2507,2511,OK,11.97,7310,OK,OK,7.73,7422,OK,OK,1041.80,4476,4272,OK,96.69,2297,2301,OK,32.59,7384,OK,OK,31.88,7421,OK,OK,0.506,0.512,OOOOOXOOOOOOOOOOOOOOXOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:06:27,15
56,NG,,OK,4,7,OK,3899,NG,3.2400,300,10.8,89.9700,300,299.9,0.0000,300,0.0,89.9700,300,299.9,183.1800,300,610.6,NG,1.65,0,0.10,OK,1014.46,4428,4226,OK,92.54,2506,2510,OK,11.05,5749,OK,OK,6.89,5861,OK,NG,0.00,4415,4215,NG,109.80,2420,2491,NG,31.62,5350,OK,NG,80.40,13100,NG,OK,0.513,0.507,OOOOOXOOOOOXOOOOOXOOXXXOOOOOOOOOOOOOOOOOOXXXXXOXXXOXOXXXXOOO,0.0,2020-12-15 08:06:27,16
57,NG,,OK,2,3,OK,3904,NG,4.4400,300,14.8,3.8700,300,12.9,0.0900,300,0.3,89.9700,300,299.9,98.3700,300,327.9,OK,7.25,0,0.29,NG,0.00,4365,4312,NG,0.30,2629,2630,NG,4.65,11800,NG,NG,51.45,11800,NG,OK,1056.71,4478,4275,OK,96.46,2309,2312,OK,32.95,7730,OK,OK,31.96,8050,OK,OK,0.507,0.495,OOOOOXOOOOOOOOOOOXOOXOOOOXXXXXXXXXXXXXXXXOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:06:27,17
58,NG,,OK,2,2,OK,3902,NG,3.6300,300,12.1,4.0800,300,13.6,0.2100,300,0.7,89.9700,300,299.9,97.8900,300,326.3,OK,7.31,0,0.27,NG,0.00,4365,4313,NG,0.02,2630,2631,NG,4.65,11800,NG,NG,51.45,11800,NG,OK,999.58,4482,4278,OK,91.91,2305,2309,OK,31.06,7339,OK,OK,30.48,7185,OK,OK,0.516,0.507,OOOOOXOOOOOOOOOOOXOOXOOOOXXXXXXXXXXXXXXXXOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:06:27,18
59,NG,,OK,5,5,OK,3893,NG,3.0000,300,10.0,3.6600,300,12.2,0.0300,300,0.1,89.9700,300,299.9,97.2600,300,324.2,OK,7.24,0,0.24,NG,0.00,4365,4310,NG,0.00,2629,2630,NG,5.21,11800,NG,NG,51.45,11800,NG,OK,1071.81,4475,4273,OK,98.47,2306,2309,OK,33.79,8212,OK,OK,33.08,8389,OK,OK,0.505,0.498,OOOOOXOOOOOOOOOOOXOOXOOOOXXXXXXXXXXXXXXXXOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:06:27,19
60,NG,,OK,3,3,OK,3893,NG,3.7200,300,12.4,3.7500,300,12.5,0.0000,300,0.0,89.9700,300,299.9,97.4400,300,324.8,OK,7.26,0,0.29,NG,0.00,4365,4315,NG,0.00,2629,2630,NG,4.65,11800,NG,NG,51.45,11800,NG,OK,1067.06,4478,4276,OK,97.94,2307,2311,OK,32.82,7441,OK,OK,32.24,7557,OK,OK,0.490,0.519,OOOOOXOOOOOOOOOOOXOOXOOOOXXXXXXXXXXXXXXXXOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:06:27,20
61,NG,,OK,4,3,OK,3906,NG,5.2800,300,17.6,89.9700,300,299.9,0.0600,300,0.2,9.5100,300,31.7,105.4200,300,351.4,OK,7.16,0,0.29,OK,1008.88,4423,4219,OK,92.71,2496,2502,OK,11.61,7133,OK,OK,7.31,6806,OK,NG,0.00,4415,4364,NG,0.51,2430,2431,NG,4.65,13100,NG,NG,80.40,13100,NG,OK,0.507,0.506,OOOOOXOOOOOXOOOOOOOOXOOOOOOOOOOOOOOOOOOOOXXXXXXXXXXXXXXXXOOO,0.0,2020-12-15 08:06:27,21
62,NG,,OK,6,7,OK,3900,NG,3.4500,300,11.5,89.9700,300,299.9,0.0000,300,0.0,7.5300,300,25.1,100.9500,300,336.5,NG,1.54,0,0.11,OK,1023.57,4426,4223,OK,94.08,2499,2503,OK,11.61,7013,OK,OK,7.59,7064,OK,NG,0.00,4415,4215,NG,119.40,2420,2491,NG,34.77,5350,OK,NG,80.40,13100,NG,OK,0.500,0.509,OOOOOXOOOOOXOOOOOOOOXXXOOOOOOOOOOOOOOOOOOXXXXXOXXXOXOXXXXOOO,0.0,2020-12-15 08:06:27,22
63,NG,,OK,2,2,OK,3899,NG,3.3600,300,11.2,89.9700,300,299.9,0.0600,300,0.2,9.0000,300,30.0,102.8700,300,342.9,NG,84.34,0,84.34,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOOOXOOOOOXOOOOOOOOXXXOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,23
64,NG,,OK,4,10,OK,3895,NG,3.5400,300,11.8,89.9700,300,299.9,0.0300,300,0.1,89.9700,300,299.9,183.5100,300,611.7,NG,1.14,0,0.02,OK,1021.31,4428,4225,OK,93.74,2495,2500,OK,11.41,6865,OK,OK,7.59,6834,OK,NG,0.00,4415,4215,NG,0.00,2430,2488,NG,4.65,13100,NG,NG,80.40,13100,NG,OK,0.499,0.491,OOOOOXOOOOOXOOOOOXOOXXXOOOOOOOOOOOOOOOOOOXXXXXXXXXXXXXXXXOOO,0.0,2020-12-15 08:06:27,24
65,NG,,OK,5,5,OK,3892,OK,4.1400,300,13.8,3.9000,300,13.0,0.1800,300,0.6,8.4600,300,28.2,16.3800,300,54.6,OK,4.05,0,0.32,OK,1032.80,4427,4223,OK,94.66,2497,2503,OK,11.83,7441,OK,OK,7.73,7732,OK,OK,1006.85,4472,4287,OK,92.63,2307,2311,OK,32.04,8279,OK,OK,30.77,8212,OK,NG,0.336,0.519,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-15 08:06:27,25
66,NG,,OK,6,6,OK,3899,OK,3.7500,300,12.5,3.6900,300,12.3,0.0300,300,0.1,8.2500,300,27.5,15.8700,300,52.9,OK,4.10,0,0.30,OK,1000.45,4424,4220,OK,92.35,2499,2503,OK,11.75,7582,OK,OK,7.45,7755,OK,OK,1054.02,4476,4273,OK,95.65,2293,2297,OK,33.23,8297,OK,OK,32.38,8246,OK,NG,0.512,0.329,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-15 08:06:27,26
67,NG,,OK,6,6,NG,959,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,-0.1500,300,-0.5,NG,0.00,0,0.01,NG,0.00,0,10,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.041,0.040,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,27
68,NG,,OK,4,4,NG,950,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.3000,300,1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.040,0.040,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,28
69,NG,,OK,6,6,NG,947,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,-0.3000,300,-1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.000,0.010,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,29
70,NG,,OK,6,6,NG,927,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,-0.3000,300,-1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,30
71,NG,,OK,5,3,NG,961,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,31
72,NG,,OK,3,3,NG,933,NG,0.6000,300,2.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.9000,300,3.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,32
73,NG,,OK,4,4,NG,940,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,-0.3000,300,-1.0,NG,2.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.020,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,33
74,NG,,OK,5,5,NG,952,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.040,0.040,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,34
75,NG,,OK,3,3,NG,930,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,35
76,NG,,OK,2,2,NG,943,NG,-0.6000,300,-2.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,-0.3000,300,-1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,36
77,NG,,OK,3,3,NG,945,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.6000,300,2.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,10,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.040,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,37
78,NG,,OK,5,5,NG,968,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.6000,300,2.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.025,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,38
79,NG,,OK,0,0,NG,980,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.4500,300,1.5,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.030,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,39
80,NG,,OK,1,0,NG,987,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.3000,300,1.0,NG,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.020,OOOXXXOOXOOXOOOOOXOOXXXOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-15 08:06:27,40
